"Year","Group","Type","Stdev","SE","Value","Scale","CV","Species","Loc","n","Source"
1990,"arrowtooth_flounder_adult",NA,1.03576721133168,1.03539652566777,7.35137813727573,1,0.140843867140735,"","","","race_wgoa"
1990,"arrowtooth_flounder_juvenile",NA,1.03576721133168,0.00037068566390883,0.00263189069878656,1,0.140843867140735,"","","","race_wgoa"
1990,"atka_mackerel",NA,0.126805886236722,0.126805886236722,0.128873940026929,1,0.983952893891697,"","","","race_wgoa"
1990,"big_skate",NA,0.0139884918124688,0.0139884918124688,0.0460677804209195,1,0.303650223315657,"","","","race_wgoa"
1990,"deep_water_flatfish",NA,0.051444492231812,0.051444492231812,0.309912026435427,1,0.165997082538296,"","","","race_wgoa"
1990,"demersal_shelf_rockfish",NA,0.00136586503997533,0.00136586503997533,0.00323269495027709,1,0.422515907310788,"","","","race_wgoa"
1990,"flathead_sole_adult",NA,0.119216072501767,0.118697508621259,0.93299881501314,1,0.127221499868237,"","","","race_wgoa"
1990,"flathead_sole_juvenile",NA,0.119216072501767,0.000518563880507014,0.00407607111254064,1,0.127221499868237,"","","","race_wgoa"
1990,"gelatinous_carnivores",NA,0.0249233080507025,0.0249233080507025,0.209472591422301,1,0.118981237027123,"","","","race_wgoa"
1990,"infauna",NA,0.000873027142780302,0.000873027142780303,0.00257587802732005,1,0.338924100256642,"","","","race_wgoa"
1990,"king_crab",NA,0.00216334044908474,0.00216334044908474,0.00292541320344442,1,0.739499106156217,"","","","race_wgoa"
1990,"large_sculpins",NA,0.0202123863329978,0.0202123863329978,0.10848989698293,1,0.18630662296765,"","","","race_wgoa"
1990,"lingcod",NA,0.00161494931260154,0.00161494931260154,0.0035928327504557,1,0.44949192594526,"","","","race_wgoa"
1990,"longnose_skate",NA,0.0111405898111871,0.0111405898111871,0.0415425918518321,1,0.268172718999375,"","","","race_wgoa"
1990,"miscellaneous_deep_sea_fish",NA,0.000328161004883468,0.000328161004883468,0.000538681901129492,1,0.609192557231624,"","","","race_wgoa"
