"year","model","race_group","stratum","wgtcpue","stratum_bin","area","stations","bio_tons","juv_bio_prop","bio_tkm2"
1990,"WGOA","Arrowtooth flounder juvenile",10,82111.867054891,10,8332.718,24,28508.9596925791,0.000357885111493579,0.00122444227899523
1990,"WGOA","Arrowtooth flounder adult",10,82111.867054891,10,8332.718,24,28508.9596925791,0.000357885111493579,3.4201033516748
1990,"WGOA","Arrowtooth flounder juvenile",11,54574.0860094112,11,13681.241,29,25746.2490706718,0.000357885111493579,0.000673491477797872
1990,"WGOA","Arrowtooth flounder adult",11,54574.0860094112,11,13681.241,29,25746.2490706718,0.000357885111493579,1.88119154332949
1990,"WGOA","Arrowtooth flounder juvenile",12,13128.7826772278,12,6875.823,9,10030.1317660094,0.000357885111493579,0.000522066205801625
1990,"WGOA","Arrowtooth flounder adult",12,13128.7826772278,12,6875.823,9,10030.1317660094,0.000357885111493579,1.45823156459728
1990,"WGOA","Arrowtooth flounder juvenile",13,34580.4179562432,13,12398.789,13,32981.1773670208,0.000357885111493579,0.000951985902751127
1990,"WGOA","Arrowtooth flounder adult",13,34580.4179562432,13,12398.789,13,32981.1773670208,0.000357885111493579,2.6590801645775
1990,"WGOA","Arrowtooth flounder juvenile",20,12854.8013441091,20,7940.852,9,11342.008329219,0.000357885111493579,0.000511171334696032
1990,"WGOA","Arrowtooth flounder adult",20,12854.8013441091,20,7940.852,9,11342.008329219,0.000357885111493579,1.42780008912187
1990,"WGOA","Arrowtooth flounder juvenile",21,4198.40742440128,21,7302.086,4,7664.28301900417,0.000357885111493579,0.00037563687729433
1990,"WGOA","Arrowtooth flounder adult",21,4198.40742440128,21,7302.086,4,7664.28301900417,0.000357885111493579,1.04922621922303
1990,"WGOA","Arrowtooth flounder juvenile",22,344643.860524236,22,10792.012,13,286107.744500299,0.000357885111493579,0.0094879158807149
1990,"WGOA","Arrowtooth flounder adult",22,344643.860524236,22,10792.012,13,286107.744500299,0.000357885111493579,26.5015782782913
1990,"WGOA","Arrowtooth flounder juvenile",30,78302.0042323484,30,5766.075,14,32249.6592181456,0.000357885111493579,0.00200165153677605
1990,"WGOA","Arrowtooth flounder adult",30,78302.0042323484,30,5766.075,14,32249.6592181456,0.000357885111493579,5.59099865077382
1990,"WGOA","Arrowtooth flounder juvenile",31,98461.9354084728,31,15403.147,23,65940.1593478788,0.000357885111493579,0.00153208959702325
1990,"WGOA","Arrowtooth flounder adult",31,98461.9354084728,31,15403.147,23,65940.1593478788,0.000357885111493579,4.27942162381484
1990,"WGOA","Arrowtooth flounder juvenile",32,262.352516295354,32,9886.88,7,370.549692330029,0.000357885111493579,1.34131513635691e-05
1990,"WGOA","Arrowtooth flounder adult",32,262.352516295354,32,9886.88,7,370.549692330029,0.000357885111493579,0.0374655177479727
1990,"WGOA","Arrowtooth flounder juvenile",33,8942.10103954434,33,5260.082,6,7839.36412004808,0.000357885111493579,0.000533374137920695
1990,"WGOA","Arrowtooth flounder adult",33,8942.10103954434,33,5260.082,6,7839.36412004808,0.000357885111493579,1.48981679911947
1990,"WGOA","Arrowtooth flounder juvenile",35,4815.22255811238,35,2199.622,1,10591.6694737203,0.000357885111493579,0.00172329646207645
1990,"WGOA","Arrowtooth flounder adult",35,4815.22255811238,35,2199.622,1,10591.6694737203,0.000357885111493579,4.81349926165031
1990,"WGOA","Arrowtooth flounder juvenile",110,133436.656567717,110,4245.316,12,47206.731092786,0.000357885111493579,0.00397958272608897
1990,"WGOA","Arrowtooth flounder adult",110,133436.656567717,110,4245.316,12,47206.731092786,0.000357885111493579,11.115741797917
1990,"WGOA","Arrowtooth flounder juvenile",111,158437.521656913,111,8153.739,24,53827.424974888,0.000357885111493579,0.0023626012542896
1990,"WGOA","Arrowtooth flounder adult",111,158437.521656913,111,8153.739,24,53827.424974888,0.000357885111493579,6.59920080111706
1990,"WGOA","Arrowtooth flounder juvenile",112,87350.2903456401,112,2278.242,9,22111.6777975146,0.000357885111493579,0.0034734853777051
1990,"WGOA","Arrowtooth flounder adult",112,87350.2903456401,112,2278.242,9,22111.6777975146,0.000357885111493579,9.70211433080453
1990,"WGOA","Arrowtooth flounder juvenile",120,862798.200653539,120,11104.039,71,134937.251678686,0.000357885111493579,0.00434905113010353
1990,"WGOA","Arrowtooth flounder adult",120,862798.200653539,120,11104.039,71,134937.251678686,0.000357885111493579,12.1477382820183
1990,"WGOA","Arrowtooth flounder juvenile",121,317632.240724545,121,7734.619,21,116988.77924384,0.000357885111493579,0.0054131357088409
1990,"WGOA","Arrowtooth flounder adult",121,317632.240724545,121,7734.619,21,116988.77924384,0.000357885111493579,15.119931660698
1990,"WGOA","Arrowtooth flounder juvenile",122,122457.289569683,122,5010.738,17,36094.1996602243,0.000357885111493579,0.00257797886652043
1990,"WGOA","Arrowtooth flounder adult",122,122457.289569683,122,5010.738,17,36094.1996602243,0.000357885111493579,7.2007919958207
